TV;Radio;Social Media;Influencer;Sales
64;2.513.907.969;3.249.423.621;Nano;2.316.576.938
20;3.655.618.827;0.901505113;Nano;5.949.157.912
68;1.870.863.089;1.950.714.199;Mega;2.444.055.513
20;1.957.628.612;0.873307408;Macro;6.832.842.672
43;1.492.235.288;2.357.322.546;Macro;1.522.054.523
70;2.317.539.059;4.579.829.006;Macro;2.455.141.816
64;2.285.908.473;7.595.223.422;Micro;2.267.274.918
41;8.207.210.536;0.054399134;Nano;1.434.926.191
23;123.698.842;0.564642432;Micro;8.277.529.468
52;1.729.692.445;1.341.983.961;Micro;1.826.859.507
23;4.523.879.459;3.658.953.779;Nano;8.335.221.964
61;2.998.807.828;5.491.511.053;Micro;2.151.537.313
51;1.387.461.816;3.553.056.769;Nano;1.880.915.735
18;7.929.312.525;2.364.400.595;Mega;6.820.662.226
77;2.126.509.998;522.210.992;Micro;2.728.654.886
39;1.088.633.139;0.109931925;Nano;133.678.656
33;0.94680009;0.659368424;Macro;1.180.929.681
10;7.085.628.089;0.620930871;Nano;3.656.273
16;5.671.721.291;0.712198048;Nano;5.379.021.764
37;7.770.454.122;1.797.070.674;Micro;1.357.213.798
33;7.047.832.451;1.939.791.634;Macro;1.146.774.526
71;2.437.537.742;3.050.471.293;Macro;2.538.599.728
75;2.062.311.544;6.519.578.952;Macro;2.658.166.987
19;1.252.181.267;1.924.052.672;Micro;6.691.309.675
77;1.919.058.531;196.627.845;Micro;2.792.244.259
74;2.040.464.594;3.936.969.494;Macro;2.632.191.068
70;1.529.255.881;2.437.563.019;Micro;2.517.579.931
33;392.726.748;2.376.656.144;Mega;1.185.082.625
58;117.731.273;0.101324028;Micro;2.092.938.943
13;1.195.248.101;3.326.804.424;Nano;5.244.377.341
80;1.878.109.394;4.054.434.455;Micro;2.835.399.283
34;7.767.692.583;2.769.472.522;Macro;117.971.425
19;0.194576476;1.235.674.585;Mega;6.457.192.004
78;2.682.739.706;2.389.919.757;Micro;2.779.719.036
38;7.882.629.022;0.921557242;Nano;1.375.862.512
94;2.687.287.001;2.585.689.594;Macro;3.330.484.425
68;3.035.777.737;4.303.529.107;Macro;2.412.753.185
27;1.402.210.263;1.088.194.757;Nano;9.892.909.094
57;1.668.509.976;0.667511487;Mega;2.010.811.349
76;3.120.750.747;4.292.261.144;Mega;271.222.418
97;2.547.353.261;1.533.320.645;Nano;3.436.733.749
53;1.531.054.288;2.280.185.979;Macro;1.914.832.078
15;1.135.623.505;0.85939064;Mega;5.132.043.539
87;2.935.332.175;6.940.423.544;Macro;3.035.941.572
54;1.411.905.996;421.564.213;Nano;1.902.844.643
37;6.460.701.926;1.332.038.473;Nano;1.324.269.998
25;5.739.965.646;0.235851848;Macro;834.309.074
67;2.205.171.417;3.380.999.278;Mega;240.361.592
93;3.252.159.528;6.428.194.995;Micro;3.266.530.006
58;1.622.488.015;3.386.847.875;Mega;2.105.247.184
59;1.541.542.077;1.707.459.574;Mega;211.176.946
90;2.677.426.032;5.958.191.412;Macro;3.185.450.016
99;2.834.481.642;5.939.716.823;Mega;3.482.742.503
47;1.426.513.655;0.454169997;Mega;1.663.548.254
100;2.731.829.646;3.269.504.966;Macro;3.562.562.363
20;1.413.534.024;3.890.982.839;Micro;6.983.370.712
53;1.573.860.438;4.224.996.581;Mega;1.906.822.352
38;1.608.943.737;2.525.347.278;Micro;1.380.269.028
19;7.529.380.566;0.663731937;Nano;6.848.861.968
69;2.299.736.022;5.937.954.803;Macro;2.411.762.462
23;1.788.277.776;0.724534451;Nano;8.075.858.475
25;1.833.772.485;1.466.704.533;Macro;9.030.092.951
39;5.906.967.275;35.879.983;Mega;1.400.247.392
100;316.462.889;652.108.481;Micro;3.565.177.011
12;2.201.477.322;0.166173465;Micro;4.499.813.919
46;1.794.687.212;1.643.429.846;Micro;1.586.679.165
15;0.61637615;1.584.732.553;Micro;4.819.920.075
91;2.374.340.747;6.509.060.472;Mega;318.145.612
79;1.740.233.918;4.550.484.424;Macro;2.826.928.978
23;7.568.249.276;1.344.170.818;Micro;7.920.466.841
96;3.398.063.924;6.003.671.155;Macro;3.474.850.616
70;2.974.677.107;4.842.879.655;Nano;245.158.013
95;2.760.890.998;5.965.674.717;Micro;342.374.752
75;2.810.015.017;6.641.151.306;Macro;2.654.659.135
62;2.215.719.329;1.174.740.673;Macro;2.230.432.993
99;3.485.208.783;4.438.102.223;Micro;3.510.736.614
33;2.090.396.594;5.870.763.969;Nano;1.149.270.444
16;6.352.914.129;5.654.725.259;Nano;6.456.053.498
49;1.576.031.391;2.761.035.651;Macro;1.793.932.673
14;4.269.271.761;1.705.284.552;Nano;4.911.321.626
72;2.613.477.794;2.501.086.045;Mega;2.584.322.606
63;2.433.760.554;3.647.264.547;Mega;2.232.373.898
66;2.088.661.089;4.727.851.849;Micro;2.371.121.183
76;1.862.923.764;3.880.480.663;Macro;2.711.326.152
88;3.550.607.789;5.870.154.103;Macro;3.115.114.489
25;7.690.011.836;0.572313335;Mega;8.790.067.563
76;1.670.931.471;1.792.285.775;Mega;2.697.375.692
20;4.636.437.872;5.109.243.538;Micro;7.246.791.334
19;4.906.580.811;3.263.641.471;Nano;6.657.050.729
15;3.773.286.785;0.135074302;Nano;5.567.421.374
14;5.478.510.793;2.250.340.619;Macro;4.966.101.465
24;1.179.796.872;5.560.012.566;Macro;8.213.347.229
75;3.122.615.523;4.872.158.084;Mega;2.626.487.631
27;3.349.022.876;0.783864614;Mega;9.319.571.336
14;2.470.891.055;1.029.124.697;Nano;4.976.578.638
72;1.815.760.992;3.376.908.824;Macro;2.544.566.617
72;8.623.786.376;2.562.239.937;Micro;256.173.987
82;3.396.648.288;9.127.437.448;Mega;2.949.693.245
66;1.874.451.161;3.009.174.444;Micro;2.347.771.716
83;2.601.949.395;4.824.377.926;Nano;295.053.625
61;1.173.759.835;1.040.604.116;Macro;2.189.726.225
64;1.346.172.084;1.849.160.984;Mega;2.294.978.002
18;6.498.471.407;1.634.970.554;Nano;5.963.995.335
61;2.614.881.955;1.866.911.198;Nano;2.190.783.537
34;1.235.039.071;624.012.692;Mega;1.183.347.584
68;293.015.032;0.673080227;Nano;2.386.757.108
30;9.253.700.544;1.377.505.526;Micro;1.069.208.496
48;1.429.858.127;1.588.769.981;Mega;1.678.567.745
22;2.685.571.253;2.783.753.323;Macro;8.411.566.339
25;111.329.506;2.882.927.209;Nano;8.941.418.055
88;3.164.099.255;4.554.771.672;Nano;3.104.803.676
78;1.951.895.384;1.820.807.646;Micro;2.829.319.733
10;3.986.323.355;0.030038227;Macro;3.867.562.299
20;8.995.115.117;0.684036129;Macro;6.554.022.346
38;9.608.401.774;0.266972471;Micro;1.375.672.188
51;2.305.943.072;4.309.633.654;Micro;1.774.958.727
89;2.176.612.646;2.193.168.407;Micro;3.174.710.443
40;9.790.167.854;5.124.846.848;Micro;1.412.633.298
38;2.237.705.463;5.517.499.206;Nano;1.341.887.091
44;1.623.221.563;0.81339399;Nano;1.614.546.797
99;3.267.209.561;1.801.486.331;Micro;3.493.763.302
36;1.060.419.906;3.560.618.087;Micro;1.353.563.456
14;1.304.559.995;2.523.884.417;Mega;4.964.602.089
41;9.632.766.329;3.042.221.761;Macro;1.469.465.532
43;4.246.828.009;1.182.699.755;Micro;151.641.576
34;835.330.882;0.260972544;Micro;1.143.825.324
75;2.855.660.496;4.744.486.496;Micro;2.647.857.008
39;1.137.745.937;156.084.676;Micro;1.435.997.589
56;2.439.503.194;7.606.384.879;Micro;2.105.689.447
30;5.927.109.027;3.881.455.379;Mega;1.045.832.771
80;2.770.590.537;7.419.605.849;Nano;2.865.328.686
15;7.094.611.415;351.582.302;Mega;5.492.793.416
25;1.109.535.068;0.337279593;Micro;9.070.924.854
49;1.005.574.197;3.472.817.536;Micro;1.791.315.561
93;2.598.992.347;4.655.323.383;Macro;3.333.198.427
54;2.173.992.856;5.195.618.185;Nano;1.883.637.431
22;485.349.411;0.017377461;Micro;8.092.197.504
46;1.951.073.972;3.107.126.419;Mega;1.632.310.879
30;1.055.740.569;3.122.487.155;Mega;1.086.490.758
40;1.953.033.704;2.761.218.278;Micro;1.407.327.718
11;177.342.788;1.882.742.602;Nano;4.081.688.385
18;1.160.578.187;1.587.599.101;Micro;6.309.085.922
97;2.720.282.364;8.986.277.187;Nano;3.437.695.329
79;1.794.459.692;2.623.383.499;Macro;2.779.127.111
44;1.726.939.778;4.424.545.391;Micro;1.585.720.707
88;3.153.306.437;470.058.828;Micro;3.125.797.894
29;1.536.355.775;6.625.992.213;Micro;1.069.995.338
40;1.521.581.134;2.527.104.197;Micro;1.435.374.924
32;1.099.662.027;0.740323295;Micro;1.114.535.967
65;1.805.932.459;1.510.221.039;Mega;2.313.045.141
13;1.386.154.644;1.778.025.776;Mega;4.580.862.974
45;1.097.413.389;0.165895992;Macro;1.555.045.801
80;2.362.942.306;4.262.442.573;Macro;2.828.596.166
76;1.866.574.964;2.119.379.814;Nano;271.825.973
90;3.203.602.195;2.232.688.226;Nano;3.163.712.379
32;1.297.443.837;5.112.082.652;Nano;117.097.778
52;128.135.709;397.040.315;Micro;182.977.191
24;5.095.979.276;2.833.283.442;Nano;8.239.930.061
15;7.033.246.644;429.895.887;Macro;5.362.777.047
10;4.952.233.443;2.039.853.759;Macro;3.794.248.252
59;1.756.421.199;2.188.043.777;Micro;210.812.733
47;7.617.127.951;2.274.600.961;Micro;1.633.418.086
77;3.141.643.985;5.671.164.791;Mega;2.724.063.387
29;1.286.904.427;5.144.390.057;Macro;1.002.770.539
38;1.684.811.459;3.975.007.849;Mega;1.422.229.816
48;1.037.404.092;2.612.899.858;Micro;1.662.003.482
30;2.109.502.383;7.972.159.086;Mega;1.082.983.242
36;7.870.507.587;1.157.604.556;Mega;129.358.352
86;3.072.875.275;3.691.274.704;Macro;3.072.977.603
70;1.712.263.904;0.29907415;Micro;2.507.257.902
86;2.164.940.648;0.404270733;Nano;3.096.652.149
21;1.086.014.433;1.318.393.616;Mega;7.589.440.591
81;2.241.030.226;2.189.639.013;Nano;287.637.807
41;1.332.463.678;5.088.006.037;Mega;141.314.699
76;2.904.312.897;168.483.329;Micro;2.739.691.943
57;2.531.524.585;3.522.263.977;Nano;2.037.718.264
98;261.898.417;0.681756659;Mega;345.962.898
72;2.229.004.916;295.721.943;Macro;2.543.806.868
99;4.196.460.607;9.476.641.246;Mega;357.392.992
23;5.564.666.466;0.327746146;Nano;8.264.871.392
10;1.294.193.924;0.12850286;Macro;4.121.001.616
27;5.595.845.332;1.583.301.743;Macro;9.855.411.089
87;2.702.176.623;1.799.590.879;Micro;3.091.409.745
53;1.434.088.963;1.005.351.601;Nano;1.874.408.659
80;1.886.747.737;2.041.285.539;Nano;2.815.009.425
63;1.844.423.052;0.952442375;Macro;220.344.136
42;2.323.917.706;3.820.399.478;Nano;1.472.263.754
70;215.538.865;2.029.129.901;Micro;247.150.991
64;2.235.807.756;2.546.508.726;Mega;2.269.880.817
75;2.770.803.536;2.231.371.578;Macro;2.669.140.375
22;0.215380634;22.912.306;Macro;779.952.183
82;2.601.084.466;4.803.605.016;Micro;2.904.587.084
66;2.988.664.663;5.667.107.554;Mega;230.667.327
28;1.407.938.991;59.702.183;Nano;9.731.993.362
74;2.687.738.758;3.516.430.061;Micro;2.651.394.241
29;6.276.701.916;3.998.939.566;Mega;1.033.118.478
32;928.981.776;1.167.053.883;Mega;1.131.278.448
23;5.939.914.052;0.572550121;Macro;8.029.530.381
17;6.782.228.139;237.336.051;Nano;6.189.592.054
76;3.098.988.307;8.301.339.322;Nano;2.683.858.364
10;7.109.840.315;0.35804823;Macro;3.587.378.251
73;2.896.041.023;2.673.042.346;Nano;2.613.611.269
74;2.715.731.801;4.948.756.954;Nano;26.665.539
72;198.837.268;6.352.685.239;Macro;2.578.459.605
65;2.469.295.619;1.758.171.533;Nano;2.311.410.974
78;2.899.112.621;6.265.845.002;Micro;2.754.868.697
83;2.650.247.528;5.901.473.185;Macro;2.963.267.871
25;7.431.420.102;1.020.490.189;Nano;8.752.421.849
51;1.278.804.679;3.632.374.533;Macro;1.855.518.229
50;147.442.409;2.676.620.177;Mega;1.769.105.105
73;306.636.907;4.071.548.218;Nano;2.619.545.474
64;2.106.923.812;4.019.544.084;Macro;2.264.382.638
25;4.097.286.683;229.020.686;Mega;8.930.548.354
16;1.008.901.804;1.471.514.796;Nano;5.355.799.661
30;9.444.382.492;1.526.273.315;Mega;108.423.201
99;3.249.040.456;8.220.533.067;Micro;347.693.601
78;3.410.820.913;5.137.124.807;Nano;2.727.931.535
21;1.116.659.227;1.464.148.126;Macro;6.980.773.201
76;1.748.860.583;2.950.997.206;Nano;2.689.224.504
74;2.613.517.633;5.781.930.642;Macro;2.633.726.776
23;1.439.672.785;309.997.532;Mega;843.023.981
95;3.620.915.318;6.000.879.589;Mega;3.412.521.798
35;7.886.447.626;1.758.378.079;Mega;1.242.568.582
90;3.633.821.886;6.054.413.782;Nano;3.211.344.333
41;7.143.984.704;1.185.990.305;Mega;1.424.169.063
31;1.105.497.474;0.739569127;Micro;1.147.531.983
96;3.400.593.633;4.602.944.767;Nano;3.401.997.788
38;1.084.290.228;0.306923754;Mega;1.339.282.262
55;153.353.317;0.111007824;Macro;1.985.276.446
41;9.144.210.529;0.180242273;Mega;1.527.138.975
64;1.411.271.658;3.313.544.954;Nano;2.271.903.317
58;1.921.888.874;0.582177191;Micro;2.090.179.563
75;309.009.463;7.483.428.371;Macro;2.634.491.801
77;3.271.817.895;4.068.253.588;Micro;2.715.422.959
89;283.891.393;2.447.626.741;Macro;3.183.029.878
40;1.218.911.788;2.852.072.048;Mega;1.459.098.049
85;2.261.804.745;4.160.026.631;Mega;3.013.706.769
16;1.015.692.231;2.584.043.071;Macro;5.148.248.853
17;5.063.592.359;1.535.619.761;Mega;6.319.952.192
59;9.284.500.795;0.800781459;Mega;2.122.717.173
53;2.568.728.247;5.371.543.508;Nano;1.920.977.956
72;3.451.243.521;6.146.297.355;Mega;2.583.754.259
51;1.428.433.335;1.914.859.941;Nano;1.812.581.603
90;3.045.575.787;4.061.587.268;Macro;3.191.462.523
16;6.004.431.969;2.725.432.887;Macro;5.685.809.932
50;1.890.277.978;0.953107406;Macro;1.803.298.596
25;7.340.897.283;3.250.947.615;Micro;8.733.887.423
79;2.367.214.647;2.209.946.727;Micro;2.834.302.118
82;3.174.991.035;4.827.938.725;Macro;2.860.666.786
88;2.386.766.113;5.853.575.844;Micro;3.146.008.061
19;4.182.629.353;3.338.355.193;Mega;6.817.931.746
67;1.044.756.548;2.178.328.312;Mega;2.369.798.995
77;1.865.217.152;1.370.781.655;Mega;2.723.489.452
82;2.448.892.201;2.559.907.081;Nano;2.972.994.034
26;1.227.610.125;0.022498266;Mega;9.001.227.664
34;1.335.447.854;0.734024403;Macro;1.172.463.276
62;2.386.330.204;4.208.564.348;Micro;2.214.837.689
10;7.931.488.441;5.022.012.056;Nano;3.477.154.801
72;2.369.108.173;1.627.593.518;Mega;2.532.699.162
17;4.755.853.353;5.440.347.967;Mega;5.843.598.521
92;3.650.269.966;5.544.405.637;Nano;3.275.925.024
40;1.138.543.827;0.766831031;Mega;1.404.416.289
68;2.071.881.535;0.144885367;Mega;2.444.277.846
49;1.977.045.829;2.139.144.069;Macro;1.738.782.046
72;230.710.855;0.934353612;Nano;2.536.512.936
89;2.266.199.853;3.082.472.526;Macro;3.148.244.547
20;0.898598086;0.364684826;Mega;7.164.470.129
41;1.882.047.294;2.036.738.638;Micro;1.460.486.457
17;1.291.914.773;1.904.300.714;Macro;5.844.532.347
23;128.642.464;0.024461348;Micro;8.468.370.693
70;2.884.317.427;5.226.574.958;Macro;2.539.130.819
22;3.268.480.628;0.009526957;Macro;7.880.989.575
35;7.820.341.463;0.16292609;Micro;1.209.375.094
60;2.222.851.939;1.901.751.815;Micro;2.125.162.269
61;2.100.894.901;5.042.353.102;Nano;2.200.359.021
40;7.852.243.612;0.349657474;Micro;1.441.559.099
19;1.036.054.593;1.354.422.273;Mega;7.007.419.924
59;2.575.238.399;3.388.303.521;Mega;2.098.044.787
10;2.296.818.223;0.334893148;Mega;4.051.910.041
58;2.079.986.713;4.461.833.955;Nano;2.091.945.385
48;1.045.590.551;1.708.632.243;Nano;1.703.719.886
35;1.776.937.744;1.421.504.768;Mega;1.238.685.578
28;1.975.022.142;4.689.765.848;Micro;981.061.183
56;1.162.903.347;6.679.102.573;Nano;1.945.256.135
89;2.690.236.509;3.092.274.781;Nano;3.173.168.665
70;1.612.366.782;4.368.896.191;Nano;2.531.724.036
29;6.870.957.676;0.228259393;Mega;1.027.241.955
85;2.982.247.184;7.304.243.425;Nano;3.032.443.019
96;3.036.214.848;6.714.957.659;Macro;3.408.595.692
67;2.434.232.653;3.136.783.252;Nano;2.339.109.001
56;1.682.069.081;286.187.438;Micro;2.015.816.832
46;1.579.668.978;0.59689445;Macro;160.986.847
65;1.642.661.311;459.993.881;Nano;2.351.325.966
21;9.750.389.723;4.396.804.065;Macro;7.425.911.521
48;180.594.551;1.632.843.105;Micro;1.734.901.605
28;1.892.451.704;1.884.703.111;Mega;1.036.206.304
77;2.806.346.238;5.958.229.036;Nano;2.733.941.501
71;1.415.400.564;2.185.417.096;Micro;2.489.141.465
77;2.979.930.364;4.062.496.317;Mega;273.202.171
64;1.795.098.004;0.156159603;Micro;2.312.788.009
35;9.413.349.211;0.104001063;Macro;1.232.758.262
21;1.551.312.742;0.198567755;Nano;7.055.455.871
50;2.318.930.833;2.019.916.653;Micro;173.833.527
40;1.384.088.825;4.726.136.465;Nano;1.416.677.011
26;5.770.653.662;0.878954101;Micro;9.303.341.835
94;2.842.763.576;4.239.315.357;Micro;3.262.694.128
22;0.861286937;0.129393639;Mega;7.614.281.235
26;7.202.913.475;1.408.307.077;Micro;8.979.028.845
45;2.460.749.369;255.372.225;Macro;1.626.508.972
37;1.669.619.826;4.790.839.785;Micro;1.312.500.263
54;1.861.129.829;5.139.317.624;Macro;1.921.091.752
80;2.368.899.056;8.226.684.392;Micro;2.852.438.359
74;1.941.571.685;2.783.297.563;Mega;258.443.524
97;2.890.739.759;3.861.604.872;Micro;3.442.288.883
89;3.689.091.987;1.029.764.311;Nano;3.178.664.887
34;5.161.887.001;0.592363282;Macro;1.260.282.242
62;2.431.903.081;0.722076955;Nano;2.206.699.758
43;7.640.104.606;2.263.525.827;Mega;1.501.102.653
26;2.208.687.393;0.194148665;Micro;9.432.551.695
81;2.057.784.486;450.390.565;Micro;2.903.717.146
92;2.248.136.498;3.371.126.652;Nano;3.263.936.019
32;1.083.204.359;5.108.585.918;Mega;106.450.803
46;1.688.243.352;472.763.659;Mega;1.685.041.441
19;922.885.874;170.702.226;Micro;6.680.199.669
40;155.960.957;3.286.725.772;Nano;133.021.187
76;3.202.831.924;6.749.787.308;Macro;2.740.390.217
43;111.208.882;0.769497292;Mega;1.524.371.646
18;0.0262955;208.232.788;Micro;6.297.088.923
85;4.019.445.822;5.326.762.155;Macro;2.962.102.472
70;1.974.894.387;5.599.312.885;Nano;247.890.795
46;228.870.475;1.144.771.295;Nano;1.694.468.283
29;1.139.467.134;2.510.669.081;Nano;1.029.582.036
20;1.307.810.577;0.249820404;Mega;7.148.069.286
83;3.336.304.269;2.612.161.332;Mega;3.000.458.537
18;971.688.467;120.773.669;Nano;6.497.856.795
99;4.146.858.112;7.520.477.072;Macro;357.133.617
28;427.751.947;0.617684626;Nano;9.901.487.053
24;4.583.280.072;176.559.653;Mega;8.889.097.675
59;1.785.584.792;4.287.900.392;Macro;2.095.932.192
11;8.231.312.431;0.304835686;Mega;3.563.796.975
65;2.201.819.072;3.352.790.007;Micro;2.335.250.041
83;2.539.696.363;2.810.283.955;Nano;2.934.955.055
25;8.441.300.609;3.061.993.427;Mega;9.478.572.882
52;2.379.065.914;0.464672096;Micro;1.820.172.522
93;2.501.357.137;4.893.950.399;Micro;3.363.264.626
80;2.688.480.845;6.158.385.471;Nano;2.806.608.775
87;2.571.992.906;4.324.441.808;Mega;3.116.053.074
90;3.110.307.277;6.854.287.446;Macro;3.226.051.055
18;8.838.122.541;2.715.304.509;Nano;6.689.880.637
70;1.763.694.287;4.824.467.434;Macro;2.527.448.024
56;1.111.142.837;225.649.175;Nano;1.996.925.537
36;1.554.358.234;4.829.662.566;Mega;1.293.323.791
76;2.833.102.033;5.703.993.932;Micro;2.704.629.073
100;2.908.925.518;2.287.391.235;Micro;3.547.647.676
30;1.083.082.132;3.734.457.823;Macro;1.033.493.972
46;8.763.920.379;8.357.128.383;Micro;1.636.670.703
76;2.101.323.375;3.657.839.506;Micro;268.536.964
28;5.200.063.473;2.294.252.711;Macro;1.008.682.615
93;2.781.154.194;4.878.628.858;Macro;3.300.737.233
81;3.215.203.051;8.363.874.342;Macro;2.863.104.178
12;746.670.429;1.363.468.221;Mega;3.813.925.808
16;22.842.643;1.365.836.702;Mega;5.933.841.514
53;1.410.567.486;1.324.027.483;Micro;1.881.229.704
56;1.991.416.231;6.070.675.656;Mega;1.981.224.608
79;2.637.176.232;4.775.905.732;Micro;279.998.199
71;3.211.362.476;2.522.217.397;Nano;2.557.732.487
84;3.146.617.665;3.115.435.233;Macro;3.006.009.998
66;1.563.237.993;5.234.691.726;Nano;2.321.468.805
13;3.084.029.135;100.780.763;Mega;5.059.803.638
62;1.779.116.447;0.878425861;Nano;2.161.390.948
34;7.110.267.429;3.588.867.403;Mega;1.198.437.713
28;4.164.198.677;0.357389068;Nano;9.989.737.179
72;194.392.213;2.993.106.463;Mega;2.561.426.344
36;1.429.764.842;4.724.222.889;Mega;1.281.369.482
40;8.565.813.523;0.975294751;Micro;1.434.349.155
93;2.548.811.975;2.778.442.938;Nano;3.329.933.237
98;3.037.795.016;396.458.204;Micro;3.513.836.194
66;2.621.942.701;2.934.109.357;Micro;2.360.969.659
70;1.789.838.701;2.524.896.129;Micro;2.481.270.603
37;1.126.805.079;2.303.197.825;Micro;1.328.280.043
81;2.055.172.834;5.130.861.803;Macro;2.871.502.956
88;2.579.314.124;3.094.833.521;Nano;3.170.374.264
82;2.256.523.143;2.541.684.877;Micro;2.941.029.625
97;2.398.940.195;4.887.500.214;Mega;3.473.104.195
63;2.091.620.696;4.093.511.379;Mega;218.830.545
81;23.874;3.774.874.678;Mega;2.893.677.748
47;111.915.046;1.468.351.074;Micro;170.671.078
31;9.957.561.981;0.387034004;Micro;1.163.549.948
66;2.483.128.365;7.701.144.623;Mega;237.953.122
86;2.251.839.983;0.449688118;Macro;3.089.307.731
60;1.774.524.356;5.489.125.047;Mega;2.141.153.027
76;2.075.626.701;1.645.051.456;Macro;2.706.672.913
84;1.779.784.434;245.772.109;Mega;2.990.457.753
29;1.756.867.227;2.001.044.064;Micro;1.046.554.025
88;2.850.814.283;51.302.272;Nano;3.110.813.249
57;1.817.476.033;2.498.876.616;Mega;199.278.153
29;5.765.039.526;6.088.674.508;Micro;1.037.651.204
14;6.754.820.647;4.942.437.287;Nano;4.702.611.484
56;2.146.041.579;2.388.734.762;Micro;202.760.593
64;2.405.736.443;8.153.003.774;Mega;2.266.036.939
62;227.802.953;6.853.968.812;Nano;218.216.213
92;3.442.143.164;8.177.003.715;Micro;326.096.435
79;206.830.343;2.820.506.276;Macro;2.814.104.149
33;1.089.567.751;2.858.010.734;Nano;1.213.269.117
34;1.156.340.328;1.727.947.024;Nano;1.219.495.696
38;6.110.769.556;1.937.174.888;Macro;1.334.760.122
40;2.349.000.867;5.241.414.394;Micro;1.475.658.151
74;274.972.281;4.245.206.285;Mega;2.607.008.823
35;1.035.124.977;0.936024016;Nano;1.252.761.007
38;1.276.650.992;0.102854565;Nano;1.423.570.945
75;2.903.335.197;1.937.485.672;Mega;2.659.656.193
74;155.431.867;1.502.156.333;Mega;2.631.378.881
